,Match_id,Innings,Player_name,Batting_number,Over_start_number,Runs_Scored,Balls_faced,Dots,Ones,Twos,Thress,Fours,Sixs,FOW_score,FOW_over,FOW_batting_number,FOW_bowler,Wicket_method,Overs_bowled,Runs_conceded,Wickets_taken,Maiden_overs,Extras,co-batsmen wicket fallen
26907,573016,2,DPMD Jayawardene,1,0.1,1,5,4,1,0,0,0,0,4,0.6,1,CJ McKay,caught,0,0,0,0,0,0
26908,573016,2,TM Dilshan,2,0.1,22,32,26,1,3,1,3,0,33,9.3,2,MG Johnson,caught,0,0,0,0,0,0
26909,573016,2,HDRL Thirimanne,3,1.1,7,23,22,3,0,0,1,0,37,11.2,3,MG Johnson,caught,0,0,0,0,0,0
26910,573016,2,MDKJ Perera,4,9.4,22,28,21,0,3,0,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,-5
26911,573016,2,AD Mathews,5,11.3,0,1,1,0,0,0,0,0,37,11.3,4,MG Johnson,caught,4,10,1,0,0,-1
26912,573016,2,WU Tharanga,6,11.4,12,15,10,2,1,0,2,0,63,15.5,5,MA Starc,caught,0,0,0,0,0,-1
26913,573016,2,BMAJ Mendis,7,15.6,2,13,11,2,0,0,0,0,71,19.4,6,MA Starc,caught,0,0,0,0,0,-1
26914,573016,2,NLTC Perera,8,19.5,4,2,1,0,0,0,1,0,-1,-1,-1,-1,-1,3,14,0,0,0,-9
26915,573016,2,KMDN Kulasekara,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,22,5,0,3,0
26916,573016,2,SL Malinga,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,16,3,0,2,0
26917,573016,2,RMS Eranga,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,2.4,12,1,0,0,0
26918,573017,1,DA Warner,1,0.1,60,71,40,20,8,0,6,0,125,28.6,5,NLTC Perera,lbw,0,0,0,0,0,4
26919,573017,1,PJ Hughes,2,0.1,1,8,7,1,0,0,0,0,4,1.5,1,KMDN Kulasekara,caught,0,0,0,0,0,-1
26920,573017,1,MJ Clarke,3,1.6,20,19,12,1,4,1,2,0,50,9.6,2,KMDN Kulasekara,lbw,0,0,0,0,0,-1
26921,573017,1,DJ Hussey,4,10.1,1,8,8,1,0,0,0,0,53,12.1,3,SL Malinga,caught,0,0,0,0,0,-1
26922,573017,1,GJ Bailey,5,12.2,22,39,30,3,2,1,3,0,93,21.3,4,HMRKB Herath,caught,0,0,0,0,0,-1
26923,573017,1,MS Wade,6,21.4,31,53,29,19,4,0,1,0,166,42.3,8,NLTC Perera,caught,0,0,0,0,0,2
26924,573017,1,MC Henriques,7,29.1,3,11,8,3,0,0,0,0,130,31.4,6,HMRKB Herath,lbw,0,0,0,0,0,-1
26925,573017,1,MG Johnson,8,31.5,10,25,19,2,4,0,0,0,145,38.1,7,SL Malinga,lbw,0,0,0,0,0,-1
26926,573017,1,MA Starc,9,38.2,52,37,13,11,5,1,7,0,-1,-1,-1,-1,-1,1.2,1,0,0,0,-10
26927,573017,1,CJ McKay,10,42.4,2,11,9,2,0,0,0,0,182,45.5,9,KMDN Kulasekara,bowled,2,13,0,0,1,-1
26928,573017,1,XJ Doherty,11,45.6,10,13,11,2,0,0,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,-12
26929,573017,2,DPMD Jayawardene,1,0.1,4,11,8,4,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-2
26930,573017,2,TM Dilshan,2,0.1,9,9,5,1,2,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,-3
26931,573017,2,AD Mathews,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,50,0,0,0,0
26932,573017,2,KMDN Kulasekara,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,32,3,0,3,0
26933,573017,2,SL Malinga,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,37,2,0,5,0
26934,573017,2,NLTC Perera,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,66,2,0,2,0
26935,573017,2,HMRKB Herath,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,37,2,0,0,0
26936,573018,1,MS Wade,1,0.1,23,28,19,3,2,0,4,0,37,9.6,2,KMDN Kulasekara,lbw,0,0,0,0,0,1
26937,573018,1,DA Warner,2,0.1,10,18,13,2,2,0,1,0,31,6.4,1,TM Dilshan,bowled,0,0,0,0,0,-1
26938,573018,1,PJ Hughes,3,6.5,138,153,75,53,12,1,13,1,-1,-1,-1,-1,-1,0,0,0,0,0,-4
26939,573018,1,GJ Bailey,4,10.1,17,43,31,9,2,0,1,0,97,26.4,3,NLTC Perera,caught and bowled,0,0,0,0,0,-1
26940,573018,1,DJ Hussey,5,26.5,34,39,14,21,3,1,1,0,195,43.6,4,NLTC Perera,run out,0,0,0,0,0,-1
26941,573018,1,GJ Maxwell,6,44.1,9,8,4,3,1,0,1,0,218,46.6,5,SL Malinga,caught,2,6,0,0,0,-1
26942,573018,1,MC Henriques,7,47.1,9,9,1,7,1,0,0,0,-1,-1,-1,-1,-1,10,33,3,0,1,-8
26943,573018,1,CJ McKay,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9.4,53,2,0,4,0
26944,573018,1,MA Starc,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9,51,0,0,7,0
26945,573018,1,MG Johnson,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,50,2,0,6,0
26946,573018,1,XJ Doherty,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,8,22,3,0,1,0
26947,573018,2,DPMD Jayawardene,1,0.1,38,38,22,10,2,0,6,0,57,12.1,1,XJ Doherty,caught,0,0,0,0,0,0
26948,573018,2,TM Dilshan,2,0.1,19,45,33,13,3,0,0,0,71,17.3,3,MC Henriques,caught,7,22,1,2,0,1
26949,573018,2,HDRL Thirimanne,3,12.2,1,10,10,1,0,0,0,0,62,14.3,2,XJ Doherty,caught,0,0,0,2,0,-1
26950,573018,2,LD Chandimal,4,14.4,6,19,16,2,0,0,1,0,77,20.4,4,XJ Doherty,bowled,0,0,0,2,0,0
26951,573018,2,AD Mathews,5,17.4,67,77,38,31,4,0,7,0,187,44.1,7,MG Johnson,caught,7,45,0,2,1,2
26952,573018,2,MDKJ Perera,6,20.5,14,29,19,10,0,0,1,0,108,31.1,5,MG Johnson,caught,0,0,0,2,0,-1
26953,573018,2,BMAJ Mendis,7,31.2,26,38,25,12,0,0,2,1,187,43.5,6,MC Henriques,bowled,0,0,0,2,0,-1
26954,573018,2,NLTC Perera,8,43.6,7,6,3,1,1,0,1,0,195,45.1,8,MC Henriques,bowled,6,39,1,2,4,0
26955,573018,2,KMDN Kulasekara,9,44.2,14,11,5,4,1,0,2,0,-1,-1,-1,-1,-1,10,57,1,2,0,-10
26956,573018,2,HMRKB Herath,10,45.2,2,4,3,2,0,0,0,0,200,46.5,9,CJ McKay,caught,10,34,0,2,0,-1
26957,573018,2,SL Malinga,11,46.6,2,5,4,2,0,0,0,0,215,48.4,10,CJ McKay,caught,10,50,1,2,2,-1
26958,573022,1,CH Gayle,1,0.1,4,12,13,0,0,0,1,0,14,4.5,1,CJ McKay,caught,0,0,0,0,0,0
26959,573022,1,KOA Powell,2,0.1,11,18,15,1,1,0,2,0,18,5.2,2,MA Starc,caught,0,0,0,0,0,0
26960,573022,1,RR Sarwan,3,4.6,0,3,3,0,0,0,0,0,19,5.5,3,MA Starc,bowled,0,0,0,0,0,0
26961,573022,1,DM Bravo,4,5.3,11,24,19,5,1,0,1,0,39,12.6,7,JP Faulkner,caught,0,0,0,0,0,3
26962,573022,1,DJ Bravo,5,5.6,0,2,2,0,0,0,0,0,19,7.1,4,MA Starc,caught,0,0,0,0,0,-1
26963,573022,1,KA Pollard,6,7.2,0,2,2,0,0,0,0,0,19,7.3,5,MA Starc,bowled,0,0,0,0,0,-1
26964,573022,1,DC Thomas,7,7.4,3,11,9,1,1,0,0,0,28,10.5,6,JP Faulkner,caught,0,0,0,0,0,-1
26965,573022,1,DJG Sammy,8,10.6,16,34,31,4,2,0,2,0,65,20.1,8,CJ McKay,caught,0,0,0,0,0,0
26966,573022,1,JO Holder,9,12.7,7,19,14,5,1,0,0,0,70,23.5,10,MA Starc,bowled,4.2,18,1,0,1,1
26967,573022,1,SP Narine,10,20.2,0,11,11,0,0,0,0,0,68,22.6,9,CJ McKay,caught,3,24,0,0,1,-1
26968,573022,1,KAJ Roach,11,23.1,1,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,2,29,0,0,0,-12
26969,573022,2,GJ Maxwell,1,0.1,51,35,22,3,0,0,9,2,-1,-1,-1,-1,-1,0,0,0,0,0,-2
26970,573022,2,AJ Finch,2,0.1,10,6,3,1,1,1,1,0,39,3.4,1,JO Holder,caught,0,0,0,0,0,-1
26971,573022,2,UT Khawaja,3,3.5,8,15,11,2,1,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,-4
26972,573022,2,CJ McKay,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,11,3,0,3,0
26973,573022,2,MA Starc,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6.5,24,5,0,4,0
26974,573022,2,JP Faulkner,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,5,14,2,0,2,0
26975,573022,2,MG Johnson,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,5,21,0,0,8,0
26976,573023,1,AJ Finch,1,0.1,11,20,20,1,1,0,2,0,25,7.2,2,JO Holder,caught,0,0,0,0,0,1
26977,573023,1,UT Khawaja,2,0.1,3,14,11,3,0,0,0,0,16,4.2,1,KAJ Roach,caught,0,0,0,0,0,-1
26978,573023,1,PJ Hughes,3,4.3,21,22,16,2,1,1,2,1,56,12.4,3,DJG Sammy,caught,0,0,0,0,0,0
26979,573023,1,MJ Clarke,4,7.3,16,19,15,0,0,0,4,0,56,13.1,4,DJ Bravo,bowled,0,0,0,0,0,0
26980,573023,1,GJ Bailey,5,12.5,125,108,48,41,7,2,10,4,-1,-1,-1,-1,-1,0,0,0,0,0,-6
26981,573023,1,MS Wade,6,13.2,16,28,16,12,0,0,1,0,93,22.6,5,SP Narine,caught,0,0,0,0,0,-1
26982,573023,1,GJ Maxwell,7,23.1,0,1,1,0,0,0,0,0,98,23.4,6,DJG Sammy,bowled,8.1,64,4,0,1,-1
26983,573023,1,JP Faulkner,8,23.5,39,67,41,23,2,0,3,0,198,44.2,7,DJG Sammy,caught,7,40,0,0,1,-1
26984,573023,1,MG Johnson,9,44.3,16,16,7,8,2,0,1,0,-1,-1,-1,-1,-1,9,37,0,0,8,-10
26985,573023,1,CJ McKay,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,37,0,0,8,0
26986,573023,1,MA Starc,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,8,34,5,0,6,0
26987,573023,2,CH Gayle,1,0.1,4,7,5,2,1,0,0,0,10,1.5,1,MA Starc,lbw,0,0,0,0,0,0
26988,573023,2,KOA Powell,2,0.1,83,88,56,20,4,1,10,2,166,29.3,5,MA Starc,lbw,0,0,0,0,0,3
26989,573023,2,RR Sarwan,3,1.6,0,2,2,0,0,0,0,0,10,1.7,2,MA Starc,lbw,0,0,0,0,0,-1
26990,573023,2,DM Bravo,4,2.1,14,20,19,0,1,0,3,0,33,7.7,3,MA Starc,lbw,0,0,0,0,0,-1
26991,573023,2,DJ Bravo,5,8.1,45,53,36,13,2,0,4,2,159,27.6,4,GJ Maxwell,caught,10,67,1,0,2,-1
26992,573023,2,KA Pollard,6,28.1,1,3,2,1,0,0,0,0,168,30.1,7,GJ Maxwell,caught,0,0,0,0,0,1
26993,573023,2,DC Thomas,7,29.4,0,1,1,0,0,0,0,0,166,29.4,6,MA Starc,caught,0,0,0,0,0,-1
26994,573023,2,DJG Sammy,8,29.5,8,15,12,2,1,0,1,0,179,34.4,8,GJ Maxwell,caught,10,48,3,0,2,0
26995,573023,2,JO Holder,9,30.2,9,27,25,5,0,0,1,0,212,38.1,10,GJ Maxwell,run out,10,58,1,0,7,1
26996,573023,2,SP Narine,10,34.5,24,6,2,0,0,0,0,4,209,36.6,9,GJ Maxwell,stumped,10,38,1,0,4,-1
26997,573023,2,KAJ Roach,11,37.1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,55,1,0,4,-12
26998,573024,1,SR Watson,1,0.1,122,110,47,40,11,0,12,2,201,33.5,2,KAJ Roach,caught,0,0,0,0,0,1
26999,573024,1,AJ Finch,2,0.1,38,41,22,10,4,0,5,0,89,15.3,1,DJG Sammy,caught,0,0,0,0,0,-1
27000,573024,1,PJ Hughes,3,15.4,86,92,48,33,2,1,10,1,284,45.4,4,DJG Sammy,caught,0,0,0,0,0,1
27001,573024,1,MJ Clarke,4,33.6,15,19,9,7,2,0,1,0,242,40.4,3,KA Pollard,caught and bowled,3,23,0,0,2,-1
27002,573024,1,GJ Bailey,5,40.5,44,21,4,8,3,0,6,1,317,48.2,6,SP Narine,caught,0,0,0,0,0,1
27003,573024,1,GJ Maxwell,6,45.5,4,3,1,0,2,0,0,0,299,46.4,5,SP Narine,caught,10,44,1,0,2,-1
27004,573024,1,MS Wade,7,46.5,4,5,1,4,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-8
27005,573024,1,JP Faulkner,8,48.3,2,3,1,2,0,0,0,0,321,49.1,7,DJ Bravo,bowled,8.3,48,4,0,0,-1
27006,573024,1,MG Johnson,9,49.2,8,5,2,0,2,0,1,0,-1,-1,-1,-1,-1,9,59,1,0,1,-10
27007,573024,1,CJ McKay,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,63,2,0,1,0
27008,573024,1,MA Starc,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,53,1,0,5,0
27009,573024,2,KOA Powell,1,0.1,47,48,27,11,3,2,6,0,81,16.4,2,GJ Maxwell,caught,0,0,0,0,0,1
27010,573024,2,DC Thomas,2,0.1,19,24,17,3,2,0,3,0,54,8.4,1,CJ McKay,caught,0,0,0,0,0,-1
27011,573024,2,DM Bravo,3,8.5,86,94,49,34,9,0,7,1,215,37.4,5,JP Faulkner,bowled,0,0,0,0,0,2
27012,573024,2,DJ Bravo,4,16.5,51,50,20,22,3,1,5,0,195,34.7,3,MA Starc,bowled,7,39,1,0,0,-1
27013,573024,2,CH Gayle,5,35.1,2,5,3,2,0,0,0,0,214,37.1,4,JP Faulkner,bowled,5,36,0,0,1,-1
27014,573024,2,KA Pollard,6,37.2,9,7,2,3,1,0,1,0,234,40.1,6,MG Johnson,run out,6,36,1,0,0,0
27015,573024,2,AD Russell,7,37.5,43,31,17,3,5,0,6,1,281,45.6,8,CJ McKay,caught,5,41,0,0,0,1
27016,573024,2,RR Sarwan,8,40.2,12,12,6,4,0,0,2,0,264,44.1,7,MG Johnson,bowled,0,0,0,0,0,-1
27017,573024,2,DJG Sammy,9,44.2,8,6,4,2,0,0,0,1,290,47.3,10,JP Faulkner,bowled,8,50,2,0,3,1
27018,573024,2,SP Narine,10,46.1,1,3,2,1,0,0,0,0,289,47.1,9,JP Faulkner,bowled,10,55,2,0,1,-1
27019,573024,2,KAJ Roach,11,47.2,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,9,72,1,0,1,-12
27020,573025,1,KOA Powell,1,0.1,9,29,23,4,1,1,0,0,17,7.3,2,MG Johnson,caught,0,0,0,0,0,1
27021,573025,1,J Charles,2,0.1,0,2,4,0,0,0,0,0,5,3.6,1,MG Johnson,bowled,0,0,0,0,0,-1
27022,573025,1,DM Bravo,3,3.7,4,15,16,0,0,0,1,0,17,7.6,3,MG Johnson,caught,0,0,0,0,0,0
27023,573025,1,DJ Bravo,4,7.4,3,8,6,3,0,0,0,0,22,10.4,4,GJ Maxwell,lbw,4,25,0,0,1,0
27024,573025,1,KA Pollard,5,8.1,109,136,80,33,10,0,11,2,-1,-1,-1,-1,-1,5,22,0,0,2,-6
27025,573025,1,N Deonarine,6,10.5,10,16,10,4,1,0,1,0,45,17.3,5,BCJ Cutting,caught,8,38,0,0,0,-1
27026,573025,1,DC Thomas,7,17.4,7,6,2,3,0,0,1,0,55,19.2,6,BCJ Cutting,caught,0,0,0,0,0,-1
27027,573025,1,DJG Sammy,8,19.3,25,42,31,9,2,0,3,0,98,31.6,7,BCJ Cutting,caught,2,16,0,0,1,-1
27028,573025,1,AD Russell,9,32.1,18,17,8,6,1,0,1,1,133,38.3,8,JP Faulkner,caught,6,42,1,0,5,-1
27029,573025,1,SP Narine,10,38.4,23,22,13,7,2,0,3,0,197,46.1,9,CJ McKay,caught,10,34,2,0,0,-1
27030,573025,1,TL Best,11,46.2,1,3,2,1,0,0,0,0,220,49.4,10,JP Faulkner,run out,9.5,44,2,0,9,-1
27031,573025,2,SR Watson,1,0.1,76,83,44,27,5,1,9,0,145,28.4,3,TL Best,caught,0,0,0,0,0,2
27032,573025,2,AJ Finch,2,0.1,25,27,22,5,0,0,5,0,53,9.5,1,SP Narine,lbw,0,0,0,0,0,-1
27033,573025,2,PJ Hughes,3,9.6,23,44,32,8,2,1,2,0,115,23.2,2,SP Narine,caught,0,0,0,0,0,-1
27034,573025,2,MJ Clarke,4,23.3,37,62,41,20,5,1,1,0,220,44.3,5,TL Best,caught,0,0,0,0,0,1
27035,573025,2,AC Voges,5,28.5,28,39,19,16,2,0,2,0,198,41.3,4,AD Russell,caught,0,0,0,0,0,-1
27036,573025,2,MS Wade,6,41.4,13,7,3,1,1,0,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,-7
27037,573025,2,GJ Maxwell,7,44.4,1,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,10,34,1,0,1,-8
27038,573025,2,CJ McKay,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,41,1,0,0,0
27039,573025,2,MG Johnson,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,38,3,0,6,0
27040,573025,2,BCJ Cutting,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,45,3,0,1,0
27041,573025,2,JP Faulkner,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9.4,62,1,0,3,0
27042,573026,1,SR Watson,1,0.1,0,1,1,0,0,0,0,0,0,0.1,1,TL Best,bowled,0,0,0,0,0,0
27043,573026,1,PJ Hughes,3,0.2,29,61,46,11,1,0,4,0,63,18.4,3,DJ Bravo,caught,0,0,0,0,0,0
27044,573026,1,AJ Finch,2,0.1,1,5,4,1,0,0,0,0,2,2.4,2,TL Best,caught,1,2,0,0,0,0
27045,573026,1,SE Marsh,4,2.5,40,58,36,15,3,1,4,0,82,24.1,4,DJ Bravo,caught,0,0,0,0,0,0
27046,573026,1,AC Voges,5,18.5,112,103,45,42,9,0,10,2,-1,-1,-1,-1,-1,0,0,0,0,0,-6
27047,573026,1,BJ Haddin,6,24.2,43,42,22,18,1,1,5,0,193,41.3,5,KAJ Roach,caught,0,0,0,0,0,-1
27048,573026,1,JP Faulkner,7,41.4,31,23,5,13,5,0,2,0,-1,-1,-1,-1,-1,10,48,1,0,3,-8
27049,573026,1,CJ McKay,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9.5,54,3,0,5,0
27050,573026,1,MG Johnson,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,50,3,0,2,0
27051,573026,1,BCJ Cutting,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,54,1,0,2,0
27052,573026,1,XJ Doherty,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9,49,1,0,4,0
27053,573026,2,J Charles,1,0.1,100,118,66,38,9,2,8,1,182,36.5,4,CJ McKay,caught,0,0,0,0,0,3
27054,573026,2,KOA Powell,2,0.1,2,4,2,2,0,0,0,0,7,1.6,1,MG Johnson,caught,0,0,0,0,0,-1
27055,573026,2,DM Bravo,3,2.1,33,49,31,17,2,0,3,0,113,22.4,2,XJ Doherty,caught,0,0,0,0,0,-1
27056,573026,2,DJ Bravo,4,22.5,13,12,8,2,1,1,0,1,129,25.5,3,MG Johnson,bowled,8,63,2,0,2,-1
27057,573026,2,KA Pollard,5,25.6,45,61,35,21,5,0,2,1,234,46.1,7,JP Faulkner,caught,2,15,0,0,0,2
27058,573026,2,N Deonarine,6,36.6,4,4,3,0,0,0,1,0,186,37.4,5,BCJ Cutting,caught,0,0,0,0,0,-1
27059,573026,2,DC Thomas,7,37.5,19,17,7,9,0,0,1,1,228,44.2,6,JP Faulkner,run out,0,0,0,0,0,-1
27060,573026,2,DJG Sammy,8,44.3,23,18,7,7,1,0,2,1,257,49.2,9,CJ McKay,caught,10,37,0,0,0,1
27061,573026,2,SP Narine,9,46.2,0,3,3,0,0,0,0,0,246,47.5,8,MG Johnson,bowled,10,28,0,0,1,-1
27062,573026,2,KAJ Roach,10,47.6,2,3,3,0,1,0,0,0,-1,-1,-1,-1,-1,10,54,1,0,3,-11
27063,573026,2,TL Best,11,49.3,0,3,3,0,0,0,0,0,257,49.5,10,CJ McKay,caught,10,77,2,0,12,-1
27064,576402,1,CR Pedersen,1,0.1,48,85,66,16,4,0,6,0,104,26.3,2,K Nassoro,stumped,0,0,0,0,0,1
27065,576402,1,Shehzad Ahmed,2,0.1,27,53,41,13,1,0,3,0,67,18.3,1,ZR Jaboneke,lbw,0,0,0,0,0,-1
27066,576402,1,A Lambert,3,18.4,29,47,26,23,1,0,1,0,155,36.7,4,KZ Rehmtullah,caught,0,0,0,0,0,1
27067,576402,1,Rizwan Mahmood,4,26.4,22,26,11,12,1,0,2,0,144,34.5,3,KZ Rehmtullah,bowled,0,0,0,0,0,-1
27068,576402,1,MR Pedersen,5,34.6,11,14,7,5,1,0,1,0,161,38.4,5,KZ Rehmtullah,caught,10,35,1,0,5,0
27069,576402,1,HAM Shah,6,37.1,3,8,6,3,0,0,0,0,165,40.2,6,K Nassoro,caught,0,0,0,0,0,0
27070,576402,1,Aftab Ahmed (2),7,38.5,43,31,12,11,3,0,2,3,223,49.2,9,B Mwita,caught,6,26,0,0,0,2
27071,576402,1,Bashir Shah,8,40.3,3,13,10,3,0,0,0,0,193,44.5,7,K Nassoro,lbw,10,18,1,0,2,-1
27072,576402,1,HS Hansen,9,44.6,6,10,8,2,0,0,1,0,217,48.3,8,K Nassoro,bowled,4,14,0,0,3,-1
27073,576402,1,AB Chawla,10,48.4,7,4,0,3,0,0,1,0,-1,-1,-1,-1,-1,10,19,2,0,0,-11
27074,576402,1,L Slebsager,11,49.3,0,3,3,0,0,0,0,0,224,49.6,10,HH Abdallah,run out,10,24,3,0,3,-1
27075,576402,2,N Mapunda,1,0.1,32,64,51,12,2,0,4,0,71,21.1,3,L Slebsager,bowled,0,0,0,0,0,2
27076,576402,2,S Khalifa,2,0.1,15,26,21,3,0,0,3,0,38,10.1,1,Bashir Shah,caught,0,0,0,0,0,-1
27077,576402,2,AR Patwa,3,10.2,3,11,8,3,0,0,0,0,46,13.6,2,MR Pedersen,lbw,0,0,0,0,0,-1
27078,576402,2,IJ Kikasi,4,13.7,20,35,25,6,4,0,0,1,87,26.3,4,AB Chawla,caught,0,0,0,0,0,0
27079,576402,2,HH Abdallah,5,21.2,16,49,37,12,2,0,0,0,105,38.5,7,AB Chawla,lbw,6,22,0,0,2,2
27080,576402,2,K Nassoro,6,26.4,2,13,12,2,0,0,0,0,91,29.2,5,L Slebsager,bowled,10,40,4,0,0,-1
27081,576402,2,B Mwita,7,29.3,0,6,6,0,0,0,0,0,91,31.2,6,L Slebsager,caught,6.4,26,1,0,4,-1
27082,576402,2,RK Kiseto,8,31.3,21,60,44,15,1,0,1,0,-1,-1,-1,-1,-1,10,55,0,0,2,-9
27083,576402,2,KZ Rehmtullah,9,38.6,14,32,26,4,0,0,1,1,-1,-1,-1,-1,-1,9,44,3,0,9,-10
27084,576402,2,ZR Jaboneke,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,18,1,0,2,0
27085,576402,2,AM Kimote,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,3,19,0,0,6,0
27086,576403,1,CR Suryawanshi,1,0.1,7,12,8,3,0,0,1,0,21,4.5,3,A Bhattarai,caught,0,0,0,0,0,2
27087,576403,1,CR Kumarage,2,0.1,5,5,3,1,0,0,1,0,11,2.1,1,A Bhattarai,caught,1,1,0,0,1,-1
27088,576403,1,KB Shinde,3,2.2,0,2,2,0,0,0,0,0,11,2.3,2,A Bhattarai,caught,0,0,0,0,0,-1
27089,576403,1,AE Paraam,4,2.4,31,87,75,15,3,0,1,1,80,29.2,6,S Regmi,caught,1,1,0,0,0,2
27090,576403,1,M Arora,5,4.6,0,6,7,0,0,0,0,0,30,6.6,4,A Bhattarai,caught,0,0,0,0,0,-1
27091,576403,1,C Janik,6,6.7,3,22,23,3,0,0,0,0,46,13.2,5,B Regmi,caught,0,0,0,0,0,-1
27092,576403,1,M Dharmichand,7,13.3,13,43,37,3,1,0,2,0,81,31.3,8,S Regmi,caught,1.1,13,0,0,12,1
27093,576403,1,Abhiraj Singh,8,29.3,1,6,5,1,0,0,0,0,81,30.3,7,SP Gauchan,caught,3.5,21,0,0,0,-1
27094,576403,1,Saad Janjua,9,30.4,2,14,13,2,0,0,0,0,88,35.1,9,B Regmi,bowled,5,23,1,0,5,0
27095,576403,1,Shoaib Razzak,10,31.4,10,17,11,6,0,0,1,0,111,39.5,10,B Regmi,caught,6,15,0,0,2,0
27096,576403,1,Amjad Mahboob,11,35.2,16,20,13,4,1,0,1,1,-1,-1,-1,-1,-1,7,38,3,0,5,-12
27097,576403,2,SP Khakurel,1,0.1,9,21,18,5,0,0,1,0,29,9.1,4,Amjad Mahboob,caught,0,0,0,0,0,3
27098,576403,2,AK Mandal,2,0.1,0,3,3,0,0,0,0,0,0,1.3,1,Amjad Mahboob,caught,0,0,0,0,0,-1
27099,576403,2,G Malla,3,1.4,12,16,12,0,2,0,2,0,16,5.2,2,Amjad Mahboob,caught,0,0,0,0,0,-1
27100,576403,2,P Khadka,4,5.3,5,13,11,1,0,0,1,0,27,8.3,3,Saad Janjua,run out,2,12,0,0,4,-1
27101,576403,2,S Vesawkar,5,8.4,9,14,13,3,1,0,1,0,47,13.5,5,Saad Janjua,caught,0,0,0,0,0,0
27102,576403,2,SP Gauchan,6,9.2,18,56,52,4,0,2,2,0,-1,-1,-1,-1,-1,9,8,1,0,0,-7
27103,576403,2,PS Airee,7,13.6,34,24,17,5,2,1,4,1,-1,-1,-1,-1,-1,0,0,0,0,0,-8
27104,576403,2,A Bhattarai,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9,32,4,0,10,0
27105,576403,2,BK Das,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,25,0,0,9,0
27106,576403,2,B Regmi,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9.5,30,3,0,0,0
27107,576403,2,S Regmi,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,4,4,2,0,0,0
27108,576406,1,CR Pedersen,1,0.1,13,42,38,5,0,0,2,0,43,13.6,2,TP Allen,caught,0,0,0,0,0,1
27109,576406,1,Shehzad Ahmed,2,0.1,13,25,23,6,0,1,1,0,31,9.6,1,Usman Shuja,caught,0,0,0,0,0,-1
